Datum;Timer;RPM;RPS;I;U;P;R
25.9.2016 15:11:42;763.930937;0;0;;;;
25.9.2016 15:11:42;764.31318;0;0;;;;
25.9.2016 15:11:42;764.131683;0;0;;;;
25.9.2016 15:11:42;764.232051;0;0;;;;
25.9.2016 15:11:42;764.332422;0;0;;;;
25.9.2016 15:11:42;764.432784;0;0;;;;
25.9.2016 15:11:42;764.533147;0;0;;;;
25.9.2016 15:11:42;764.633505;0;0;;;;
25.9.2016 15:11:42;764.733883;0;0;;;;
25.9.2016 15:11:42;764.834265;0;0;;;;
25.9.2016 15:11:43;764.934629;0;0;;;;
25.9.2016 15:11:43;765.34994;0;0;;;;
25.9.2016 15:11:43;765.135354;0;0;;;;
25.9.2016 15:11:43;765.235719;0;0;;;;
25.9.2016 15:11:43;765.336094;0;0;;;;
25.9.2016 15:11:43;765.436451;0;0;;;;
25.9.2016 15:11:43;765.536820;0;0;;;;
25.9.2016 15:11:43;765.637183;0;0;;;;
25.9.2016 15:11:43;765.737558;0;0;;;;
25.9.2016 15:11:43;765.837928;0;0;;;;
25.9.2016 15:11:44;765.938296;0;0;;;;
25.9.2016 15:11:44;766.38674;0;0;;;;
25.9.2016 15:11:44;766.139037;0;0;;;;
25.9.2016 15:11:44;766.239409;0;0;;;;
25.9.2016 15:11:44;766.339792;0;0;;;;
25.9.2016 15:11:44;766.440164;0;0;;;;
25.9.2016 15:11:44;766.540533;0;0;;;;
25.9.2016 15:11:44;766.640948;0;0;;;;
25.9.2016 15:11:44;766.741281;0;0;;;;
25.9.2016 15:11:44;766.841624;0;0;;;;
25.9.2016 15:11:45;766.941945;0;0;;;;
25.9.2016 15:11:45;767.42276;0;0;;;;
25.9.2016 15:11:45;767.142595;0;0;;;;
25.9.2016 15:11:45;767.242909;0;0;;;;
25.9.2016 15:11:45;767.343243;0;0;;;;
25.9.2016 15:11:45;767.443552;0;0;;;;
25.9.2016 15:11:45;767.543869;0;0;;;;
25.9.2016 15:11:45;767.644188;0;0;;;;
25.9.2016 15:11:45;767.744506;0;0;;;;
25.9.2016 15:11:45;767.844832;0;0;;;;
25.9.2016 15:11:46;767.945147;0;0;;;;
25.9.2016 15:11:46;768.45484;0;0;;;;
25.9.2016 15:11:46;768.145800;0;0;;;;
25.9.2016 15:11:46;768.246126;0;0;;;;
25.9.2016 15:11:46;768.346462;0;0;;;;
25.9.2016 15:11:46;768.446768;0;0;;;;
25.9.2016 15:11:46;768.547086;0;0;;;;
25.9.2016 15:11:46;768.647401;0;0;;;;
25.9.2016 15:11:46;768.747741;0;0;;;;
25.9.2016 15:11:46;768.848114;0;0;;;;
25.9.2016 15:11:47;768.948451;0;0;;;;
25.9.2016 15:11:47;769.48780;0;0;;;;
25.9.2016 15:11:47;769.149130;0;0;;;;
25.9.2016 15:11:47;769.249497;0;0;;;;
25.9.2016 15:11:47;769.349867;0;0;;;;
25.9.2016 15:11:47;769.450233;0;0;;;;
25.9.2016 15:11:47;769.550596;0;0;;;;
25.9.2016 15:11:47;769.651024;0;0;;;;
25.9.2016 15:11:47;769.751398;0;0;;;;
25.9.2016 15:11:47;769.851763;0;0;;;;
25.9.2016 15:11:48;769.952133;0;0;;;;
25.9.2016 15:11:48;770.52506;0;0;;;;
25.9.2016 15:11:48;770.152863;0;0;;;;
25.9.2016 15:11:48;770.253229;0;0;;;;
25.9.2016 15:11:48;770.353593;0;0;;;;
25.9.2016 15:11:48;770.453951;0;0;;;;
25.9.2016 15:11:48;770.554313;0;0;;;;
25.9.2016 15:11:48;770.654678;0;0;;;;
25.9.2016 15:11:48;770.755046;0;0;;;;
25.9.2016 15:11:48;770.855411;0;0;;;;
25.9.2016 15:11:49;770.955792;0;0;;;;
25.9.2016 15:11:49;771.56182;0;0;;;;
25.9.2016 15:11:49;771.156551;0;0;;;;
25.9.2016 15:11:49;771.256921;0;0;;;;
25.9.2016 15:11:49;771.357280;0;0;;;;
25.9.2016 15:11:49;771.457649;0;0;;;;
25.9.2016 15:11:49;771.558026;0;0;;;;
25.9.2016 15:11:49;771.658401;0;0;;;;
25.9.2016 15:11:49;771.758735;0;0;;;;
25.9.2016 15:11:49;771.859045;0;0;;;;
25.9.2016 15:11:50;771.959370;0;0;;;;
25.9.2016 15:11:50;772.59701;0;0;;;;
25.9.2016 15:11:50;772.160014;0;0;;;;
25.9.2016 15:11:50;772.260329;0;0;;;;
25.9.2016 15:11:50;772.360662;0;0;;;;
25.9.2016 15:11:50;772.460981;0;0;;;;
25.9.2016 15:11:50;772.561307;0;0;;;;
25.9.2016 15:11:50;772.661625;0;0;;;;
25.9.2016 15:11:50;772.761954;0;0;;;;
25.9.2016 15:11:51;772.862271;0;0;;;;
25.9.2016 15:11:51;772.962621;0;0;;;;
25.9.2016 15:11:51;773.62998;0;0;;;;
25.9.2016 15:11:51;773.163427;0;0;;;;
25.9.2016 15:11:51;773.263796;0;0;;;;
25.9.2016 15:11:51;773.364160;0;0;;;;
25.9.2016 15:11:51;773.464527;0;0;;;;
25.9.2016 15:11:51;773.564881;0;0;;;;
25.9.2016 15:11:51;773.665241;0;0;;;;
25.9.2016 15:11:51;773.765618;0;0;;;;
25.9.2016 15:11:52;773.865991;0;0;;;;
25.9.2016 15:11:52;773.966362;0;0;;;;
25.9.2016 15:11:52;774.66740;0;0;;;;
25.9.2016 15:11:52;774.167106;0;0;;;;
25.9.2016 15:11:52;774.267475;0;0;;;;
25.9.2016 15:11:52;774.367842;0;0;;;;
25.9.2016 15:11:52;774.468206;0;0;;;;
25.9.2016 15:11:52;774.568568;0;0;;;;
25.9.2016 15:11:52;774.668936;0;0;;;;
25.9.2016 15:11:52;774.769275;0;0;;;;
25.9.2016 15:11:53;774.869639;0;0;;;;
25.9.2016 15:11:53;774.969988;0;0;;;;
25.9.2016 15:11:53;775.70317;0;0;;;;
25.9.2016 15:11:53;775.170657;0;0;;;;
25.9.2016 15:11:53;775.271032;0;0;;;;
25.9.2016 15:11:53;775.371394;0;0;;;;
25.9.2016 15:11:53;775.471758;0;0;;;;
25.9.2016 15:11:53;775.572137;0;0;;;;
25.9.2016 15:11:53;775.672501;0;0;;;;
25.9.2016 15:11:53;775.772861;0;0;;;;
25.9.2016 15:11:54;775.873236;0;0;;;;
25.9.2016 15:11:54;775.973608;0;0;;;;
25.9.2016 15:11:54;776.73996;0;0;;;;
25.9.2016 15:11:54;776.174362;0;0;;;;
25.9.2016 15:11:54;776.274727;0;0;;;;
25.9.2016 15:11:54;776.375093;0;0;;;;
25.9.2016 15:11:54;776.475461;0;0;;;;
25.9.2016 15:11:54;776.575819;0;0;;;;
25.9.2016 15:11:54;776.676195;0;0;;;;
25.9.2016 15:11:54;776.776584;0;0;;;;
25.9.2016 15:11:55;776.876901;0;0;;;;
25.9.2016 15:11:55;776.977224;0;0;;;;
25.9.2016 15:11:55;777.77541;0;0;;;;
25.9.2016 15:11:55;777.177856;0;0;;;;
25.9.2016 15:11:55;777.278175;0;0;;;;
25.9.2016 15:11:55;777.378498;0;0;;;;
25.9.2016 15:11:55;777.478809;0;0;;;;
25.9.2016 15:11:55;777.579124;0;0;;;;
25.9.2016 15:11:55;777.679442;0;0;;;;
25.9.2016 15:11:55;777.779762;0;0;;;;
25.9.2016 15:11:56;777.880079;0;0;;;;
25.9.2016 15:11:56;777.980399;0;0;;;;
25.9.2016 15:11:56;778.80786;0;0;;;;
25.9.2016 15:11:56;778.181111;0;0;;;;
25.9.2016 15:11:56;778.281445;0;0;;;;
25.9.2016 15:11:56;778.381802;0;0;;;;
25.9.2016 15:11:56;778.482170;0;0;;;;
25.9.2016 15:11:56;778.582544;0;0;;;;
25.9.2016 15:11:56;778.682913;0;0;;;;
25.9.2016 15:11:56;778.783287;0;0;;;;
25.9.2016 15:11:57;778.883655;0;0;;;;
25.9.2016 15:11:57;778.984036;0;0;;;;
25.9.2016 15:11:57;779.84419;0;0;;;;
25.9.2016 15:11:57;779.184782;0;0;;;;
25.9.2016 15:11:57;779.285143;0;0;;;;
25.9.2016 15:11:57;779.385504;0;0;;;;
25.9.2016 15:11:57;779.485868;0;0;;;;
25.9.2016 15:11:57;779.586222;0;0;;;;
25.9.2016 15:11:57;779.686576;0;0;;;;
25.9.2016 15:11:57;779.786951;0;0;;;;
25.9.2016 15:11:58;779.887318;0;0;;;;
25.9.2016 15:11:58;779.987689;0;0;;;;
25.9.2016 15:11:58;780.88064;0;0;;;;
25.9.2016 15:11:58;780.188428;0;0;;;;
25.9.2016 15:11:58;780.288800;0;0;;;;
25.9.2016 15:11:58;780.389163;0;0;;;;
25.9.2016 15:11:58;780.489528;0;0;;;;
25.9.2016 15:11:58;780.589899;0;0;;;;
25.9.2016 15:11:58;780.690224;0;0;;;;
25.9.2016 15:11:58;780.790544;0;0;;;;
25.9.2016 15:11:59;780.890982;0;0;;;;
25.9.2016 15:11:59;780.991330;0;0;;;;
25.9.2016 15:11:59;781.91643;0;0;;;;
25.9.2016 15:11:59;781.191928;0;0;;;;
25.9.2016 15:11:59;781.292202;0;0;;;;
25.9.2016 15:11:59;781.392501;0;0;;;;
25.9.2016 15:11:59;781.492816;0;0;;;;
25.9.2016 15:11:59;781.593130;0;0;;;;
25.9.2016 15:11:59;781.693441;0;0;;;;
25.9.2016 15:11:59;781.793762;0;0;;;;
25.9.2016 15:12:0;781.894132;0;0;;;;
25.9.2016 15:12:0;781.994469;0;0;;;;
25.9.2016 15:12:0;782.94791;0;0;;;;
25.9.2016 15:12:0;782.195109;0;0;;;;
25.9.2016 15:12:0;782.295403;0;0;;;;
25.9.2016 15:12:0;782.395719;0;0;;;;
25.9.2016 15:12:0;782.496046;0;0;;;;
25.9.2016 15:12:0;782.596356;0;0;;;;
25.9.2016 15:12:0;782.696672;0;0;;;;
25.9.2016 15:12:0;782.796997;0;0;;;;
25.9.2016 15:12:1;782.897312;0;0;;;;
25.9.2016 15:12:1;782.997651;0;0;;;;
25.9.2016 15:12:1;783.97975;0;0;;;;
25.9.2016 15:12:1;783.198297;0;0;;;;
25.9.2016 15:12:1;783.298624;0;0;;;;
25.9.2016 15:12:1;783.398945;0;0;;;;
25.9.2016 15:12:1;783.499263;0;0;;;;
25.9.2016 15:12:1;783.599548;0;0;;;;
25.9.2016 15:12:1;783.699889;0;0;;;;
25.9.2016 15:12:1;783.800278;0;0;;;;
25.9.2016 15:12:2;783.900615;0;0;;;;
25.9.2016 15:12:2;784.1012;0;0;;;;
25.9.2016 15:12:2;784.101416;0;0;;;;
25.9.2016 15:12:2;784.201758;0;0;;;;
25.9.2016 15:12:2;784.302087;0;0;;;;
25.9.2016 15:12:2;784.402401;0;0;;;;
25.9.2016 15:12:2;784.502717;0;0;;;;
25.9.2016 15:12:2;784.603036;0;0;;;;
25.9.2016 15:12:2;784.703371;0;0;;;;
25.9.2016 15:12:2;784.803687;0;0;;;;
25.9.2016 15:12:3;784.904014;0;0;;;;
25.9.2016 15:12:3;785.4340;0;0;;;;
25.9.2016 15:12:3;785.104678;0;0;;;;
25.9.2016 15:12:3;785.205002;0;0;;;;
25.9.2016 15:12:3;785.305327;0;0;;;;
25.9.2016 15:12:3;785.405648;0;0;;;;
25.9.2016 15:12:3;785.505964;0;0;;;;
25.9.2016 15:12:3;785.606272;0;0;;;;
25.9.2016 15:12:3;785.706600;0;0;;;;
25.9.2016 15:12:3;785.806930;0;0;;;;
25.9.2016 15:12:4;785.907300;0;0;;;;
25.9.2016 15:12:4;786.7675;0;0;;;;
25.9.2016 15:12:4;786.108037;0;0;;;;
25.9.2016 15:12:4;786.208415;0;0;;;;
25.9.2016 15:12:4;786.308786;0;0;;;;
25.9.2016 15:12:4;786.409157;0;0;;;;
25.9.2016 15:12:4;786.509529;0;0;;;;
25.9.2016 15:12:4;786.609885;0;0;;;;
25.9.2016 15:12:4;786.710248;0;0;;;;
25.9.2016 15:12:4;786.810601;0;0;;;;
25.9.2016 15:12:5;786.911077;0;0;;;;
25.9.2016 15:12:5;787.11469;0;0;;;;
25.9.2016 15:12:5;787.111829;0;0;;;;
25.9.2016 15:12:5;787.212208;0;0;;;;
25.9.2016 15:12:5;787.312582;0;0;;;;
25.9.2016 15:12:5;787.412936;0;0;;;;
25.9.2016 15:12:5;787.513288;0;0;;;;
25.9.2016 15:12:5;787.613641;0;0;;;;
25.9.2016 15:12:5;787.713982;0;0;;;;
25.9.2016 15:12:5;787.814307;0;0;;;;
25.9.2016 15:12:6;787.914670;0;0;;;;
25.9.2016 15:12:6;788.15042;0;0;;;;
25.9.2016 15:12:6;788.115368;0;0;;;;
25.9.2016 15:12:6;788.215699;0;0;;;;
25.9.2016 15:12:6;788.316019;0;0;;;;
25.9.2016 15:12:6;788.416336;0;0;;;;
25.9.2016 15:12:6;788.516643;0;0;;;;
25.9.2016 15:12:6;788.616962;0;0;;;;
25.9.2016 15:12:6;788.717291;0;0;;;;
25.9.2016 15:12:6;788.817605;0;0;;;;
25.9.2016 15:12:7;788.917932;0;0;;;;
25.9.2016 15:12:7;789.18250;0;0;;;;
25.9.2016 15:12:7;789.118559;0;0;;;;
25.9.2016 15:12:7;789.218884;0;0;;;;
25.9.2016 15:12:7;789.319206;0;0;;;;
25.9.2016 15:12:7;789.419527;0;0;;;;
25.9.2016 15:12:7;789.519838;0;0;;;;
25.9.2016 15:12:7;789.620157;0;0;;;;
25.9.2016 15:12:7;789.720492;0;0;;;;
25.9.2016 15:12:7;789.820897;0;0;;;;
25.9.2016 15:12:8;789.921224;0;0;;;;
25.9.2016 15:12:8;790.21551;0;0;;;;
25.9.2016 15:12:8;790.121868;0;0;;;;
25.9.2016 15:12:8;790.222203;0;0;;;;
25.9.2016 15:12:8;790.322521;0;0;;;;
25.9.2016 15:12:8;790.422834;0;0;;;;
25.9.2016 15:12:8;790.523145;0;0;;;;
25.9.2016 15:12:8;790.623464;0;0;;;;
25.9.2016 15:12:8;790.723778;0;0;;;;
25.9.2016 15:12:8;790.824100;0;0;;;;
25.9.2016 15:12:9;790.924407;0;0;;;;
25.9.2016 15:12:9;791.24730;0;0;;;;
25.9.2016 15:12:9;791.125044;0;0;;;;
25.9.2016 15:12:9;791.225380;0;0;;;;
25.9.2016 15:12:9;791.325734;0;0;;;;
25.9.2016 15:12:9;791.426107;0;0;;;;
25.9.2016 15:12:9;791.526467;0;0;;;;
25.9.2016 15:12:9;791.626830;0;0;;;;
25.9.2016 15:12:9;791.727194;0;0;;;;
25.9.2016 15:12:9;791.827532;0;0;;;;
25.9.2016 15:12:10;791.927884;0;0;;;;
25.9.2016 15:12:10;792.28263;0;0;;;;
25.9.2016 15:12:10;792.128632;0;0;;;;
25.9.2016 15:12:10;792.228961;0;0;;;;
25.9.2016 15:12:10;792.329286;0;0;;;;
25.9.2016 15:12:10;792.429595;0;0;;;;
25.9.2016 15:12:10;792.529907;0;0;;;;
25.9.2016 15:12:10;792.630232;0;0;;;;
25.9.2016 15:12:10;792.730567;0;0;;;;
25.9.2016 15:12:10;792.831008;0;0;;;;
25.9.2016 15:12:11;792.931338;0;0;;;;
25.9.2016 15:12:11;793.31679;0;0;;;;
25.9.2016 15:12:11;793.132003;0;0;;;;
25.9.2016 15:12:11;793.232328;0;0;;;;
25.9.2016 15:12:11;793.332648;0;0;;;;
25.9.2016 15:12:11;793.432965;0;0;;;;
25.9.2016 15:12:11;793.533279;0;0;;;;
25.9.2016 15:12:11;793.633599;0;0;;;;
25.9.2016 15:12:11;793.733929;0;0;;;;
25.9.2016 15:12:11;793.834268;0;0;;;;
25.9.2016 15:12:12;793.934637;0;0;;;;
25.9.2016 15:12:12;794.34972;0;0;;;;
25.9.2016 15:12:12;794.135286;0;0;;;;
25.9.2016 15:12:12;794.235616;0;0;;;;
25.9.2016 15:12:12;794.335932;0;0;;;;
25.9.2016 15:12:12;794.436213;0;0;;;;
25.9.2016 15:12:12;794.536528;0;0;;;;
25.9.2016 15:12:12;794.636887;0;0;;;;
25.9.2016 15:12:12;794.737267;0;0;;;;
25.9.2016 15:12:12;794.837639;0;0;;;;
25.9.2016 15:12:13;794.938001;0;0;;;;
25.9.2016 15:12:13;795.38377;0;0;;;;
25.9.2016 15:12:13;795.138801;0;0;;;;
25.9.2016 15:12:13;795.239180;0;0;;;;
25.9.2016 15:12:13;795.339550;0;0;;;;
25.9.2016 15:12:13;795.439908;0;0;;;;
25.9.2016 15:12:13;795.540278;0;0;;;;
25.9.2016 15:12:13;795.640679;0;0;;;;
25.9.2016 15:12:13;795.741060;0;0;;;;
25.9.2016 15:12:13;795.841441;0;0;;;;
25.9.2016 15:12:14;795.941810;0;0;;;;
25.9.2016 15:12:14;796.42186;0;0;;;;
25.9.2016 15:12:14;796.142551;0;0;;;;
25.9.2016 15:12:14;796.242883;0;0;;;;
25.9.2016 15:12:14;796.343262;0;0;;;;
25.9.2016 15:12:14;796.443624;0;0;;;;
25.9.2016 15:12:14;796.543981;0;0;;;;
25.9.2016 15:12:14;796.644337;0;0;;;;
25.9.2016 15:12:14;796.744700;0;0;;;;
25.9.2016 15:12:14;796.845063;0;0;;;;
25.9.2016 15:12:15;796.945429;0;0;;;;
25.9.2016 15:12:15;797.45808;0;0;;;;
25.9.2016 15:12:15;797.146186;0;0;;;;
25.9.2016 15:12:15;797.246561;0;0;;;;
25.9.2016 15:12:15;797.346886;0;0;;;;
25.9.2016 15:12:15;797.447204;0;0;;;;
25.9.2016 15:12:15;797.547523;0;0;;;;
25.9.2016 15:12:15;797.647837;0;0;;;;
25.9.2016 15:12:15;797.748167;0;0;;;;
25.9.2016 15:12:15;797.848480;0;0;;;;
25.9.2016 15:12:16;797.948806;0;0;;;;
25.9.2016 15:12:16;798.49136;0;0;;;;
25.9.2016 15:12:16;798.149451;0;0;;;;
25.9.2016 15:12:16;798.249778;0;0;;;;
25.9.2016 15:12:16;798.350096;0;0;;;;
25.9.2016 15:12:16;798.450410;0;0;;;;
25.9.2016 15:12:16;798.550794;0;0;;;;
25.9.2016 15:12:16;798.651121;0;0;;;;
25.9.2016 15:12:16;798.751499;0;0;;;;
25.9.2016 15:12:16;798.851865;0;0;;;;
25.9.2016 15:12:17;798.952226;0;0;;;;
25.9.2016 15:12:17;799.52547;0;0;;;;
25.9.2016 15:12:17;799.152864;0;0;;;;
25.9.2016 15:12:17;799.253194;0;0;;;;
25.9.2016 15:12:17;799.353554;0;0;;;;
25.9.2016 15:12:17;799.453913;0;0;;;;
25.9.2016 15:12:17;799.554291;0;0;;;;
25.9.2016 15:12:17;799.654655;0;0;;;;
25.9.2016 15:12:17;799.755033;0;0;;;;
25.9.2016 15:12:17;799.855403;0;0;;;;
25.9.2016 15:12:18;799.955781;0;0;;;;
25.9.2016 15:12:18;800.56160;0;0;;;;
25.9.2016 15:12:18;800.156524;0;0;;;;
25.9.2016 15:12:18;800.256886;0;0;;;;
25.9.2016 15:12:18;800.357245;0;0;;;;
25.9.2016 15:12:18;800.457585;0;0;;;;
25.9.2016 15:12:18;800.557906;0;0;;;;
25.9.2016 15:12:18;800.658222;0;0;;;;
25.9.2016 15:12:18;800.758590;0;0;;;;
25.9.2016 15:12:18;800.858950;0;0;;;;
25.9.2016 15:12:19;800.959333;0;0;;;;
25.9.2016 15:12:19;801.59715;0;0;;;;
25.9.2016 15:12:19;801.160080;0;0;;;;
25.9.2016 15:12:19;801.260451;0;0;;;;
25.9.2016 15:12:19;801.360880;0;0;;;;
25.9.2016 15:12:19;801.461253;0;0;;;;
25.9.2016 15:12:19;801.561629;0;0;;;;
25.9.2016 15:12:19;801.661998;0;0;;;;
25.9.2016 15:12:19;801.762370;0;0;;;;
25.9.2016 15:12:20;801.862730;0;0;;;;
25.9.2016 15:12:20;801.963108;0;0;;;;
25.9.2016 15:12:20;802.63490;0;0;;;;
25.9.2016 15:12:20;802.163862;0;0;;;;
25.9.2016 15:12:20;802.264234;0;0;;;;
25.9.2016 15:12:20;802.364610;0;0;;;;
25.9.2016 15:12:20;802.464937;0;0;;;;
25.9.2016 15:12:20;802.565265;0;0;;;;
25.9.2016 15:12:20;802.665577;0;0;;;;
25.9.2016 15:12:20;802.765901;0;0;;;;
25.9.2016 15:12:21;802.866208;0;0;;;;
25.9.2016 15:12:21;802.966527;0;0;;;;
25.9.2016 15:12:21;803.66847;0;0;;;;
25.9.2016 15:12:21;803.167182;0;0;;;;
25.9.2016 15:12:21;803.267506;0;0;;;;
25.9.2016 15:12:21;803.367825;0;0;;;;
25.9.2016 15:12:21;803.468139;0;0;;;;
25.9.2016 15:12:21;803.568445;0;0;;;;
25.9.2016 15:12:21;803.668765;0;0;;;;
25.9.2016 15:12:21;803.769099;0;0;;;;
25.9.2016 15:12:22;803.869408;0;0;;;;
25.9.2016 15:12:22;803.969738;0;0;;;;
25.9.2016 15:12:22;804.70067;0;0;;;;
25.9.2016 15:12:22;804.170431;0;0;;;;
25.9.2016 15:12:22;804.270845;0;0;;;;
25.9.2016 15:12:22;804.371217;0;0;;;;
25.9.2016 15:12:22;804.471584;0;0;;;;
25.9.2016 15:12:22;804.571953;0;0;;;;
25.9.2016 15:12:22;804.672315;0;0;;;;
25.9.2016 15:12:22;804.772674;1.2;0.02;;;;
25.9.2016 15:12:23;804.873033;1.2;0.02;;;;
25.9.2016 15:12:23;804.973392;2.4;0.04;;;;
25.9.2016 15:12:23;805.73756;1.2;0.02;;;;
25.9.2016 15:12:23;805.174112;2.4;0.04;;;;
25.9.2016 15:12:23;805.274474;1.2;0.02;;;;
25.9.2016 15:12:23;805.374838;1.2;0.02;;;;
25.9.2016 15:12:23;805.475204;2.4;0.04;;;;
25.9.2016 15:12:23;805.575546;1.2;0.02;;;;
25.9.2016 15:12:23;805.675905;1.2;0.02;;;;
25.9.2016 15:12:23;805.776279;1.2;0.02;;;;
25.9.2016 15:12:24;805.876730;0;0;;;;
25.9.2016 15:12:24;805.977087;1.2;0.02;;;;
25.9.2016 15:12:24;806.77449;0;0;;;;
25.9.2016 15:12:24;806.177809;0;0;;;;
25.9.2016 15:12:24;806.278175;1.2;0.02;;;;
25.9.2016 15:12:24;806.378541;0;0;;;;
25.9.2016 15:12:24;806.478894;1.2;0.02;;;;
25.9.2016 15:12:24;806.579251;2.4;0.04;;;;
25.9.2016 15:12:24;806.679572;1.2;0.02;;;;
25.9.2016 15:12:24;806.779892;1.2;0.02;;;;
25.9.2016 15:12:25;806.880233;1.2;0.02;;;;
25.9.2016 15:12:25;806.980593;2.4;0.04;;;;
25.9.2016 15:12:25;807.81028;1.2;0.02;;;;
25.9.2016 15:12:25;807.181369;1.2;0.02;;;;
25.9.2016 15:12:25;807.281706;2.4;0.04;;;;
25.9.2016 15:12:25;807.382050;1.2;0.02;;;;
25.9.2016 15:12:25;807.482409;0;0;;;;
25.9.2016 15:12:25;807.582720;1.2;0.02;;;;
25.9.2016 15:12:25;807.683048;1.2;0.02;;;;
25.9.2016 15:12:25;807.783375;1.2;0.02;;;;
25.9.2016 15:12:26;807.883689;2.4;0.04;;;;
25.9.2016 15:12:26;807.984003;4.8;0.08;;;;
25.9.2016 15:12:26;808.84323;4.8;0.08;;;;
25.9.2016 15:12:26;808.184634;6;0.1;;;;
25.9.2016 15:12:26;808.284957;6;0.1;;;;
25.9.2016 15:12:26;808.385266;6;0.1;;;;
25.9.2016 15:12:26;808.485588;4.8;0.08;;;;
25.9.2016 15:12:26;808.585900;6;0.1;;;;
25.9.2016 15:12:26;808.686214;4.8;0.08;;;;
25.9.2016 15:12:26;808.786541;3.6;0.06;;;;
25.9.2016 15:12:27;808.886862;3.6;0.06;;;;
25.9.2016 15:12:27;808.987180;2.4;0.04;;;;
25.9.2016 15:12:27;809.87491;2.4;0.04;;;;
25.9.2016 15:12:27;809.187805;0;0;;;;
25.9.2016 15:12:27;809.288126;0;0;;;;
25.9.2016 15:12:27;809.388441;1.2;0.02;;;;
25.9.2016 15:12:27;809.488764;0;0;;;;
25.9.2016 15:12:27;809.589116;1.2;0.02;;;;
25.9.2016 15:12:27;809.689475;1.2;0.02;;;;
25.9.2016 15:12:27;809.789862;0;0;;;;
25.9.2016 15:12:28;809.890223;0;0;;;;
25.9.2016 15:12:28;809.990570;0;0;;;;
25.9.2016 15:12:28;810.91033;0;0;;;;
25.9.2016 15:12:28;810.191371;0;0;;;;
25.9.2016 15:12:28;810.291707;0;0;;;;
25.9.2016 15:12:28;810.392025;0;0;;;;
25.9.2016 15:12:28;810.492348;0;0;;;;
25.9.2016 15:12:28;810.592690;0;0;;;;
25.9.2016 15:12:28;810.693010;0;0;;;;
25.9.2016 15:12:28;810.793324;1.2;0.02;;;;
25.9.2016 15:12:29;810.893641;0;0;;;;
25.9.2016 15:12:29;810.993975;0;0;;;;
25.9.2016 15:12:29;811.94289;1.2;0.02;;;;
25.9.2016 15:12:29;811.194611;0;0;;;;
25.9.2016 15:12:29;811.294925;1.2;0.02;;;;
25.9.2016 15:12:29;811.395257;0;0;;;;
25.9.2016 15:12:29;811.495588;0;0;;;;
25.9.2016 15:12:29;811.595958;0;0;;;;
25.9.2016 15:12:29;811.696315;1.2;0.02;;;;
25.9.2016 15:12:29;811.796696;0;0;;;;
25.9.2016 15:12:30;811.897075;0;0;;;;
25.9.2016 15:12:30;811.997438;0;0;;;;
25.9.2016 15:12:30;812.97799;1.2;0.02;;;;
25.9.2016 15:12:30;812.198161;1.2;0.02;;;;
25.9.2016 15:12:30;812.298507;1.2;0.02;;;;
25.9.2016 15:12:30;812.398832;1.2;0.02;;;;
25.9.2016 15:12:30;812.499169;0;0;;;;
25.9.2016 15:12:30;812.599544;0;0;;;;
25.9.2016 15:12:30;812.699919;1.2;0.02;;;;
25.9.2016 15:12:30;812.800297;0;0;;;;
25.9.2016 15:12:31;812.900666;0;0;;;;
25.9.2016 15:12:31;813.1024;1.2;0.02;;;;
25.9.2016 15:12:31;813.101380;0;0;;;;
25.9.2016 15:12:31;813.201724;0;0;;;;
25.9.2016 15:12:31;813.302059;0;0;;;;
25.9.2016 15:12:31;813.402425;1.2;0.02;;;;
25.9.2016 15:12:31;813.502797;0;0;;;;
25.9.2016 15:12:31;813.603159;0;0;;;;
25.9.2016 15:12:31;813.703545;0;0;;;;
25.9.2016 15:12:31;813.803930;0;0;;;;
25.9.2016 15:12:32;813.904304;0;0;;;;
25.9.2016 15:12:32;814.4682;0;0;;;;
25.9.2016 15:12:32;814.105051;0;0;;;;
25.9.2016 15:12:32;814.205415;0;0;;;;
25.9.2016 15:12:32;814.305776;1.2;0.02;;;;
25.9.2016 15:12:32;814.406140;1.2;0.02;;;;
25.9.2016 15:12:32;814.506506;2.4;0.04;;;;
25.9.2016 15:12:32;814.606871;0;0;;;;
25.9.2016 15:12:32;814.707248;0;0;;;;
25.9.2016 15:12:32;814.807614;1.2;0.02;;;;
25.9.2016 15:12:33;814.907988;1.2;0.02;;;;
25.9.2016 15:12:33;815.8355;0;0;;;;
25.9.2016 15:12:33;815.108714;1.2;0.02;;;;
25.9.2016 15:12:33;815.209088;0;0;;;;
25.9.2016 15:12:33;815.309461;0;0;;;;
25.9.2016 15:12:33;815.409835;0;0;;;;
25.9.2016 15:12:33;815.510199;0;0;;;;
25.9.2016 15:12:33;815.610552;1.2;0.02;;;;
25.9.2016 15:12:33;815.710984;0;0;;;;
25.9.2016 15:12:33;815.811367;0;0;;;;
25.9.2016 15:12:34;815.911738;0;0;;;;
25.9.2016 15:12:34;816.12119;0;0;;;;
25.9.2016 15:12:34;816.112552;0;0;;;;
25.9.2016 15:12:34;816.212931;0;0;;;;
25.9.2016 15:12:34;816.313296;0;0;;;;
25.9.2016 15:12:34;816.413662;1.2;0.02;;;;
25.9.2016 15:12:34;816.514025;0;0;;;;
25.9.2016 15:12:34;816.614387;0;0;;;;
25.9.2016 15:12:34;816.714748;1.2;0.02;;;;
25.9.2016 15:12:34;816.815110;1.2;0.02;;;;
